Course Name,University,Difficulty Level,Course Rating,Course URL,Skills
C++ Decision Programming,Coursera Project Network,Conversant,Not Calibrated,https://www.coursera.org/learn/cpp-decision-programming,process Computer Programming sign nest Switches project evaluation ordered pair Integral digital signature computer-science software-development
"Remote Sensing Image Acquisition, Analysis and Applications",UNSW Sydney (The University of New South Wales),Advanced,Not Calibrated,https://www.coursera.org/learn/remote-sensing,likelihood function Support Vector Machine maximum likelihood estimation cross-site request forgery Convolutional Neural Network thematic map systems engineering remote sensing Principal Component Analysis Engineering Activities physical-science-and-engineering electrical-engineering
"Algorithms, Part I",Princeton University,Beginner,4.8,https://www.coursera.org/learn/algorithms-part1,Data Structures Java Programming search tree java (software platform) sorting algorithm algorithmics Algorithms Computer Programming sorting priority queue computer-science algorithms
Understanding Memory: Explaining the Psychology of Memory through Movies,Wesleyan University,Beginner,4.7,https://www.coursera.org/learn/memory-and-movies,film disease psychologies process Human Learning dementia memory processes memory euler's totient function ageing life-sciences psychology
"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Clinical Perspective)",Columbia University,Beginner,4.6,https://www.coursera.org/learn/hi-five-clinical,value-based pricing medicine fee-for-service nurse practitioner informatics telehealth health information technology patient health informatics public health life-sciences health-informatics
Build local development environments using Docker containers,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/build-local-development-environments-using-docker-containers,Web Development deployment environment Kubernetes Software Engineering running docker (software) c++ Python Programming web project information-technology support-and-operations
Science & Religion 101,University of Alberta,Not Calibrated,4.5,https://www.coursera.org/learn/science-and-religion-101,astronomy dichotomy hermeneutics evolutionary creation evolution bible historiography religion biological evolution faith arts-and-humanities philosophy
Philosophy and the Sciences: Introduction to the Philosophy of Physical Sciences,The University of Edinburgh,Beginner,4.6,https://www.coursera.org/learn/philosophy-physical-sciences,political science parapsychology physics observational astronomy verse protocol energy philosophy of mind astronomy scientific method philosophy arts-and-humanities philosophy
After the Arab Spring ï¿½ Democratic Aspirations and State Failure,University of Copenhagen,Beginner,4.7,https://www.coursera.org/learn/after-the-arab-spring,cognitive dissonance government budget balance economy fear Economics political science international relations evaluation middle east guided democracy social-sciences governance-and-society
Structured Query Language (SQL) using SAS,SAS,Advanced,5,https://www.coursera.org/learn/sas-sql,join (sql) having (sql) SQL pro*c Rowing null coalescing operator Databases macro (computer science) order by modulo operation data-science data-analysis
Introduction to Calculus,The University of Sydney,Beginner,4.8,https://www.coursera.org/learn/introduction-to-calculus,Integral derivative integral calculus adaptive grammar Calculus explicit substitution lambda calculus ?-calculus Differential Calculus Mathematics math-and-logic math-and-logic
The Outcomes and Interventions of Health Informatics,Johns Hopkins University,Beginner,4.6,https://www.coursera.org/learn/the-outcomes-and-interventions-of-health-informatics,evaluation usability health informatics decision aids list (abstract data type) biomedical engineering key frame decision support system gleaning Decision Making life-sciences health-informatics
"Data Collection: Online, Telephone and Face-to-face",University of Michigan,Beginner,4.6,https://www.coursera.org/learn/data-collection-methods,survey data collection web survey methodology mobile web interview self-administration alternative data Survey Design respondent Survey Research life-sciences psychology
Build a mobile app with Google Sheets on Glide and no coding,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/build-a-mobile-app-with-google-sheets-on-glide-and-no-coding,Accounting blogging mobile app page layout Data Structures project dynamic web page Digital Marketing personalization entry point computer-science software-development
Machine Learning Rapid Prototyping with IBM Watson Studio,IBM,Advanced,5,https://www.coursera.org/learn/ibm-rapid-prototyping-watson-studio-autoai,software prototyping virtual prototyping ansys Model Optimization Machine Learning pido rapid prototyping evosuite testbed manual testing data-science machine-learning
Autodesk Certified Professional: Revit for Structural Design Exam Prep,Autodesk,Intermediate,4.7,https://www.coursera.org/learn/autodesk-revit-for-structural-design-exam-prep,Autodesk autodesk revit architecture architecture autocad architecture p-rep building information modeling autocad Construction Management Civil Engineering test preparation physical-science-and-engineering mechanical-engineering
From the Big Bang to Dark Energy,The University of Tokyo,Beginner,4.8,https://www.coursera.org/learn/big-bang,theory of relativity energy thought verse protocol inflation tailored access operations physics astronomy quantum mechanics Human Learning physical-science-and-engineering physics-and-astronomy
